wave,flux
3878.299170361782,4816.280264224159
3878.309778387097,4886.869414695073
3878.3203864414313,5413.055690659677
3878.330994524777,5364.950394556158
3878.3416026371383,5724.695239121327
3878.352210778515,5782.474557051434
3878.362818948912,6139.468178900891
3878.37342714832,6204.010604931506
3878.384035376744,6267.834961974061
3878.394643634188,6912.892738518538
3878.405251920644,5958.867377349641
3878.4158602361163,5964.971885579871
3878.4264685806043,5350.495746076572
3878.437076954113,4431.335436326452
3878.4476853566334,4918.747859674739
3878.4582937881705,5260.47148441081
3878.4689022487278,5305.292420034995
3878.479510738298,5731.745637024519
3878.490119256885,4895.1056613144465
3878.500727804488,6244.215182007756
3878.5113363811124,5516.683311814209
3878.5219449867495,5774.288642369909
3878.532553621403,4096.080352896592
3878.5431622850783,3321.2771575623196
3878.5537709777664,3941.156548226252
3878.564379699472,3359.716123677324
3878.5749884501943,4019.0785007432573
3878.585597229938,3168.1911703418004
3878.596206038695,3527.712803449948
3878.60681487647,3939.5503098294134
3878.6174237432624,4782.917814638
3878.628032639076,4640.661961405305
3878.638641563904,4925.114565173396
3878.6492505177494,6221.705117730192
3878.6598595006167,5530.195308711845
3878.6704685124982,5256.431305535371
3878.6810775533977,6319.875560456654
3878.691686623315,6693.310787132941
3878.702295722255,6222.913445625455
3878.712904850209,5718.120395813837
3878.723514007181,6152.331436433362
3878.734123193176,6953.858882639324
3878.7447324081854,6897.822506774217
3878.7553416522132,6685.345736645395
3878.76595092526,6673.51818920276
3878.7765602273294,7742.352671501459
3878.7871695584136,7110.54800419556
3878.7977789185165,6156.732254034374
3878.808388307639,6233.44381359173
3878.818997725784,6437.888440360549
3878.8296071729446,5981.069847967942
3878.840216649124,5717.055761772208
3878.850826154327,6689.305641868617
3878.8614356885455,5343.677014819114
3878.872045251783,5104.254498868715
3878.8826548440406,4814.142349378904
3878.8932644653214,4091.7340460265996
3878.9038741156182,3850.317134728888
3878.9144837949348,3848.485730499495
3878.925093503275,3308.955386856338
3878.9357032406315,2323.367737317924
3878.9463130070076,3185.2089249980636
3878.9569228024043,3289.1552409932483
3878.967532626825,2690.4710036630277
3878.978142480262,2508.4409949728283
3878.988752362719,2900.520007270621
3878.9993622741968,2924.9699512934317
3879.0099722146992,2372.5197447156534
3879.020582184218,2353.9897587250457
3879.0311921827574,2223.492382799508
3879.0418022103213,1909.810755166225
3879.0524122669026,1654.374628556892
3879.0630223525045,1482.0401193865112
3879.0736324671275,1191.1031014707405
3879.0842426107756,1003.6178151161874
3879.0948527834407,1035.6660029010382
3879.105462985127,930.0891061623115
3879.1160732158387,841.5066782820504
3879.1266834755675,526.5094624545891
3879.137293764318,622.8779728808439
3879.14790408209,789.5097720085178
3879.158514428888,758.5173535849898
3879.169124804703,766.1572568432892
3879.17973520954,1168.092402143637
3879.1903456433993,1576.9117732644083
3879.200956106284,1518.0071399312
3879.211566598187,2314.273424567189
3879.222177119112,2064.991294948384
3879.2327876690633,1927.7625442731658
3879.243398248033,2156.5486946685705
3879.2540088560245,2574.3067744674627
3879.264619493039,2579.8878596266727
3879.2752301590795,2254.944770646049
3879.2858408541388,2571.906467772555
3879.2964515782205,2421.9060357094277
3879.3070623313292,2154.1851405524653
3879.3176731134567,2798.2471010368317
3879.328283924607,2817.610281249043
3879.3388947647804,2773.037120234687
3879.3495056339807,2526.352866007015
3879.3601165322,2207.7952573699877
3879.370727459443,2519.6052057440397
3879.381338415709,1971.635379315354
3879.3919494010024,1987.1238750056364
3879.4025604153153,2138.1415747874416
3879.4131714586515,1636.8970965915362
3879.423782531015,1674.60919545684
3879.434393632399,2325.6385273816995
3879.445004762806,2280.9032134329905
3879.4556159222375,2056.6629669219255
3879.4662271106968,2672.2198386322702
3879.4768383281757,2291.8362771715038
3879.487449574679,2309.4628989254124
3879.49806085021,2458.773643946275
3879.508672154762,1827.0361194778236
3879.519283488338,2232.953984689899
3879.529894850938,2125.319726968184
3879.540506242567,1723.9880645028318
3879.5511176632162,2553.15594045911
3879.56172911289,1616.7026544595137
3879.572340591589,1766.5037266071886
3879.5829520993166,1726.3642432610502
3879.5935636360646,2094.1109145120718
3879.604175201838,1805.2471351665445
3879.6147867966406,1584.9806795674376
3879.625398420464,1467.7613395913504
3879.6360100733127,954.8008658671752
3879.6466217551865,881.3718060567044
3879.6572334660896,827.3237868905998
3879.6678452060146,595.0330728818662
3879.678456974965,662.7707777442411
3879.6890687729447,258.19414824992424
3879.699680599946,534.167787744198
3879.710292455973,869.8132271179929
3879.720904341026,976.9615673981607
3879.731516255109,1280.0237915660257
3879.7421281982142,913.7789875133897
3879.752740170345,937.3705518217758
3879.7633521715024,1498.2510218257087
3879.7739642016895,1144.5656890557148
3879.784576260899,1255.3349651456813
3879.7951883491355,1223.8015734106302
3879.8058004664017,1290.716226354707
3879.816412612691,1423.7947068763897
3879.8270247880064,873.9758853795937
3879.837636992349,1034.6316424654794
3879.848249225722,1656.1364847165535
3879.8588614881182,1821.0411267587915
3879.869473779541,1906.0780724235813
3879.880086099995,2192.808592138812
3879.890698449472,2328.2902084304947
3879.9013108279764,2712.7235192772937
3879.911923235508,2944.9095722809434
3879.9225356720704,2494.7933434625156
3879.9331481376566,2648.3525656173006
3879.9437606322704,2170.6696830717847
3879.9543731559156,2684.1759437392466
3879.9649857085847,2668.8971639540982
3879.9755982902816,2678.139982076827
3879.986210901006,2884.863650310319
3879.9968235407623,3294.9171404130757
3880.0074362095424,3771.200166735333
3880.018048907351,4268.28569300985
3880.0286616341878,5717.9349291063845
3880.039274390056,5561.843737169169
3880.049887174949,5750.766880268696
3880.0604999888706,6488.358565755655
3880.0711128318244,6226.1161055420525
